Company,Degree,Degree1,Degree2,Department,Designation,Email,Employees,Function,Industry,Institutions,Institutions1,Institutions2,Name,Phone,Questions,Revenue,Salary,Technical_skills,Year_of_experience,_id,app_id,cl,created_at,customers,eff_score,imp_score,isread,level,que_optional,res_score,resume_id,role_name,roleid,token,updated_at
ACC,"[""Bachelor of Science Fashion Technology (BSc)"", ""Master of Architecture (General)""]","","",FF,GM,aanchal@prophecis.com,5,"Administration
","Apparel & Fashion
","[""Adikavi Nannaya University"", ""Abhilashi University""]","","",Nikita,5555555555,"{""que1""=>""1"", ""que2""=>""1"", ""que3""=>""1"", ""que4""=>""1"", ""que5""=>""0"", ""que6""=>""1"", ""que7""=>""1"", ""que8""=>""3"", ""que9""=>""3"", ""que10""=>""3"", ""que11""=>""0"", ""que12""=>"""", ""que13""=>"""", ""que14""=>""0"", ""que15""=>""1"", ""que16""=>""0"", ""que17""=>""0"", ""que18""=>""0"", ""que19""=>""1""}",5.0,7.0,"[""Android""]",5.0,"{""$oid""=>""5badd4df0387c3236cad0058""}",app_id_1538118878606,12,2018-09-28T07:14:39.311Z,Regional (1-5 States),33,11.799999999999999,true,Middle Management (If you have someone reporting to you who is NOT a workman),{},35,5badd4de0387c3236cad0056,hr,role_1537942751480,"",2018-09-28T07:14:49.046Z
ABB,"[""Advanced diploma in Dredging technology"", ""Bachelor in Hotel Management"", ""Bachelor in Hotel Management""]","","",dgxc,dev,sumit799999@gmail.com,5,Engineering - Marine,Consumer Durables,"[""Abhilashi University"", ""Acharya N. G. Ranga Agricultural University"", ""Adamas University""]","","",sumit,1111111111,"{""que1""=>""7"", ""que2""=>""1"", ""que3""=>""0"", ""que4""=>""3"", ""que5""=>""1"", ""que6""=>""3"", ""que7""=>""1"", ""que8""=>""3"", ""que9""=>""5"", ""que10""=>""4"", ""que11""=>""1"", ""que12""=>""4"", ""que13""=>""5"", ""que14""=>""0"", ""que15""=>""2"", ""que16""=>""1"", ""que17""=>""1"", ""que18""=>""1"", ""que19""=>""1""}",7.0,5.0,"[""java""]",4.0,"{""$oid""=>""5badec4fdbefa80d54da4891""}",app_id_1538124869369,19,2018-09-28T08:54:39.175Z,Regional (1-5 States),88,33.9,true,Top Management (Typically top 2 levels),{},156,5badec45dbefa80d54da488f,hr,role_1537942751480,"",2018-09-28T08:54:56.316Z
Aditya Birla Retail,"[""Advanced diploma in Dredging technology"", ""Bachelor of Architecture""]","","",ll,dd,aan@gmail.com,4,"Administration
","Automotive
","[""Ahmedabad University"", ""Abhilashi University""]","","",Swati,5555555555,"{""que1""=>""1"", ""que2""=>""1"", ""que3""=>""1"", ""que4""=>""1"", ""que5""=>""1"", ""que6""=>""1"", ""que7""=>""1"", ""que8""=>""3"", ""que9""=>""3"", ""que10""=>""3"", ""que11""=>""1"", ""que12""=>""3"", ""que13""=>""2"", ""que14""=>""1"", ""que15""=>""1"", ""que16""=>""1"", ""que17""=>""1"", ""que18""=>""1"", ""que19""=>""1""}",5.0,5.0,"[""hgggg""]",5.0,"{""$oid""=>""5bae10b30387c3421306cf67""}",app_id_1538134195214,13,2018-09-28T11:29:55.923Z,Regional (1-5 States),39,30.900000000000002,true,Middle Management (If you have someone reporting to you who is NOT a workman),{},40,5bae10b30387c3421306cf65,hr,role_1537942751480,"",2018-09-28T11:30:05.680Z
ACC,"[""Bachelor of Architecture"", ""Bachelor of Architecture Interior Design"", ""Bachelor of Arts & Bachelor of Law""]","","",ff,ff,aanchal@prophecis.com,7,"Administration
","Aviation & Aerospace
","[""Adikavi Nannaya University"", ""Adamas University"", ""Ajeenkya DY Patil University""]","","",Mini,8888888888,"{""que1""=>""1"", ""que2""=>""1"", ""que3""=>""1"", ""que4""=>""0"", ""que5""=>""0"", ""que6""=>""0"", ""que7""=>""0"", ""que8""=>""2"", ""que9""=>""2"", ""que10""=>""2"", ""que11""=>""0"", ""que12""=>"""", ""que13""=>"""", ""que14""=>""0"", ""que15""=>""0"", ""que16""=>""0"", ""que17""=>""0"", ""que18""=>""0"", ""que19""=>""0""}",7.0,6.0,"[""java"", ""android"", ""Angular"", ""Material"", """"]",5.0,"{""$oid""=>""5bae11370387c3421306cf6b""}",app_id_1538134326826,10,2018-09-28T11:32:07.462Z,Regional (1-5 States),19,0.0,true,Middle Management (If you have someone reporting to you who is NOT a workman),{},19,5bae11360387c3421306cf69,hr,role_1537942751480,"",2018-09-28T11:32:14.781Z
reliance entertainment,"[""Entrepreneurial Master of Business Administration""]","","",Products,Heading Products and Projects,aan@gmail.com,800,"Project Management
","Entertainment
","[""Abhilashi University""]","","",Ravindra,4444444444,"{""que1""=>""5"", ""que2""=>""2"", ""que3""=>""3"", ""que4""=>""1"", ""que5""=>""3"", ""que6""=>""3"", ""que7""=>""3"", ""que8""=>""6"", ""que9""=>""6"", ""que10""=>""3"", ""que11""=>""6"", ""que12""=>""6"", ""que13""=>""5"", ""que14""=>""3"", ""que15""=>""3"", ""que16""=>""4"", ""que17""=>""4"", ""que18""=>""4"", ""que19""=>""3""}",99999999.0,1800000.0,"[""Product Management"", ""Vendor Managaemnt"", """"]",9.2,"{""$oid""=>""5bae19e90387c34c530ab3e6""}",app_id_1538136552735,42,2018-09-28T12:09:13.357Z,International (1-5 Countries),252,498.3,true,Senior Management (Typically third level),{},101,5bae19e80387c34c530ab3e4,hr,role_1537942751480,"",2018-09-28T12:09:20.866Z
reliance entertainment,"[""Entrepreneurial Master of Business Administration,""]","","",Products,Heading Products and Projects,Ravi13@gmail.com,800,"Project Management
","Entertainment
","[""Tata Institute of Social Sciences""]","","",Ravindra,5555555555,"{""que1""=>""5"", ""que2""=>""2"", ""que3""=>""3"", ""que4""=>""1"", ""que5""=>""3"", ""que6""=>""3"", ""que7""=>""3"", ""que8""=>""6"", ""que9""=>""6"", ""que10""=>""3"", ""que11""=>""6"", ""que12""=>""6"", ""que13""=>""5"", ""que14""=>""3"", ""que15""=>""3"", ""que16""=>""4"", ""que17""=>""4"", ""que18""=>""4"", ""que19""=>""3""}",999999999.0,1800000.0,"[""Product Management""]",9.2,"{""$oid""=>""5bae1d0e0387c34c6c0ab3e6""}",app_id_1538137358451,42,2018-09-28T12:22:38.991Z,International (1-5 Countries),252,498.3,true,Senior Management (Typically third level),{},101,5bae1d0e0387c34c6c0ab3e4,hr,role_1537942751480,38dc087efd9edf3c01e12164cb267d2d,2018-09-28T13:43:56.002Z
Aker Powergas,"[""Bachelor of Arts History (BA)""]","","",jj,dd,aan@gmail.com,7,"Administration
","Automotive
","[""Allahabad State University""]","","",Samaira,8888888888,"{""que1""=>""1"", ""que2""=>""1"", ""que3""=>""1"", ""que4""=>""1"", ""que5""=>""2"", ""que6""=>""1"", ""que7""=>""1"", ""que8""=>""3"", ""que9""=>""3"", ""que10""=>""3"", ""que11""=>""4"", ""que12""=>""3"", ""que13""=>""2"", ""que14""=>""2"", ""que15""=>""1"", ""que16""=>""1"", ""que17""=>""2"", ""que18""=>""2"", ""que19""=>""2""}",55.0,9.0,"[""jj""]",6.0,"{""$oid""=>""5baf68ca0387c3085886ecf1""}",app_id_1538222281803,15,2018-09-29T11:58:02.317Z,Regional (1-5 States),42,66.0,true,Middle Management (If you have someone reporting to you who is NOT a workman),{},50,5baf68c90387c3085886ecef,hr,role_1537942751480,f1e35767932d74159054c39fbd978a62,2018-09-29T11:58:13.160Z
Almatis Alumina,"[""Bachelor of Arts Economics (BA)""]","","",hh,dd,aanchal@algowire.com,7,"Administration
","Automotive
","[""AKS University""]","","",Divyanka,7777777777,"{""que1""=>""1"", ""que2""=>""1"", ""que3""=>""1"", ""que4""=>""1"", ""que5""=>""1"", ""que6""=>""1"", ""que7""=>""1"", ""que8""=>""3"", ""que9""=>""3"", ""que10""=>""3"", ""que11""=>""1"", ""que12""=>""3"", ""que13""=>""2"", ""que14""=>""1"", ""que15""=>""1"", ""que16""=>""1"", ""que17""=>""2"", ""que18""=>""1"", ""que19""=>""1""}",555.0,6.0,"[""vv""]",6.0,"{""$oid""=>""5baf69400387c3085886ecf5""}",app_id_1538222400312,14,2018-09-29T12:00:00.802Z,Regional (1-5 States),39,53.2,true,Middle Management (If you have someone reporting to you who is NOT a workman),{},40,5baf69400387c3085886ecf3,hr,role_1537942751480,7dd88aa8ad1fe7f65b174bd0782bcb76,2018-09-29T12:00:11.136Z
Ahuja Constructions,"[""Bachelor of Arts Arabic (Honors) (BA)""]","","",hh,dd,aanchal@prophecis.com,7,"Education
","Civil Engineering
","[""Adikavi Nannaya University""]","","",Mohit,5555555555,"{""que1""=>""1"", ""que2""=>""1"", ""que3""=>""1"", ""que4""=>""1"", ""que5""=>""1"", ""que6""=>""1"", ""que7""=>""1"", ""que8""=>""3"", ""que9""=>""3"", ""que10""=>""2"", ""que11""=>""1"", ""que12""=>""2"", ""que13""=>""1"", ""que14""=>""1"", ""que15""=>""1"", ""que16""=>""0"", ""que17""=>""1"", ""que18""=>""0"", ""que19""=>""1""}",555.0,8.0,"[""hh""]",6.0,"{""$oid""=>""5baf6b090387c3085886ecfa""}",app_id_1538222857470,13,2018-09-29T12:07:37.923Z,Regional (1-5 States),36,30.4,true,Middle Management (If you have someone reporting to you who is NOT a workman),{},40,5baf6b090387c3085886ecf8,hr,role_1537942751480,84aa9111ae12d5a2328388389c5523a0,2018-09-29T12:07:44.628Z
Agro Tech Foods,"[""Bachelor of Arts Geography (BA)""]","","",cc,dd,aanchal@prophecis.com,66,"Customer Service
","Banking
","[""Adamas University""]","","",Aanchal,6666666666,"{""que1""=>""1"", ""que2""=>""1"", ""que3""=>""1"", ""que4""=>""1"", ""que5""=>""1"", ""que6""=>""1"", ""que7""=>""1"", ""que8""=>""3"", ""que9""=>""3"", ""que10""=>""3"", ""que11""=>""1"", ""que12""=>""3"", ""que13""=>""2"", ""que14""=>""1"", ""que15""=>""1"", ""que16""=>""0"", ""que17""=>""1"", ""que18""=>""1"", ""que19""=>""1""}",66666.0,7.0,"[""hh""]",6.0,"{""$oid""=>""5baf6c230387c3085886ecff""}",app_id_1538223138800,14,2018-09-29T12:12:19.290Z,National (5+ States),39,53.0,true,Middle Management (If you have someone reporting to you who is NOT a workman),{},40,5baf6c220387c3085886ecfd,hr,role_1537942751480,8813a4e3e202493c76592f2e9eef3f8f,2018-09-29T12:12:27.676Z
Abhisar Buildwell,"[""Appreciation Programme on Citizen Journalism""]","","",hh,dd,aanchal@algowire.com,5,"Administration
","Automotive
","[""Adamas University""]","","",Aanchal,4444444444,"{""que1""=>""1"", ""que2""=>""0"", ""que3""=>""0"", ""que4""=>""0"", ""que5""=>""0"", ""que6""=>""0"", ""que7""=>""0"", ""que8""=>""2"", ""que9""=>""2"", ""que10""=>""2"", ""que11""=>""0"", ""que12""=>"""", ""que13""=>"""", ""que14""=>""0"", ""que15""=>""0"", ""que16""=>""0"", ""que17""=>""0"", ""que18""=>""0"", ""que19""=>""0""}",6.0,6.0,"[""hgggg""]",6.0,"{""$oid""=>""5baf749b0387c311e0b2d2ab""}",app_id_1538225307267,10,2018-09-29T12:48:27.964Z,Regional (1-5 States),19,0.0,true,Middle Management (If you have someone reporting to you who is NOT a workman),{},15,5baf749b0387c311e0b2d2a9,hr,role_1537942751480,7f14bc3399e55b931d18e9caf9118511,2018-09-29T12:48:58.641Z
